Country Name,Country Code,Series Name,Series Code,Year,Value
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2016,5.55768961400965
Burundi,BDI,GDP per capita (current LCU),NY.GDP.PCAP.CN,2016,431357.6348168607
Burundi,BDI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2016,
Burundi,BDI,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2016,
Burundi,BDI,"Population, total",SP.POP.TOTL,2016,11239451.0
"Somalia, Fed. Rep.",SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2017,
"Somalia, Fed. Rep.",SOM,GDP per capita (current LCU),NY.GDP.PCAP.CN,2017,11801599.049443409
"Somalia, Fed. Rep.",SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2017,
"Somalia, Fed. Rep.",SOM,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2017,142.58264700955482
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,2017,14916629.0
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2017,8.005649677099447
Kenya,KEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,2017,172434.57761882927
Kenya,KEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2017,
Kenya,KEN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2017,110.91153589906683
Kenya,KEN,"Population, total",SP.POP.TOTL,2017,49197766.0
Uganda,UGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2017,5.209717059142092
Uganda,UGA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2017,2700973.017957265
Uganda,UGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2017,3.428
Uganda,UGA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2017,103.51479408830448
Uganda,UGA,"Population, total",SP.POP.TOTL,2017,40177388.0
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2017,187.8516302794417
South Sudan,SSD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2017,
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2017,
South Sudan,SSD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2017,
South Sudan,SSD,"Population, total",SP.POP.TOTL,2017,10259154.0
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2017,8.27953672260832
Rwanda,RWA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2017,630568.459727292
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2017,11.875
Rwanda,RWA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2017,112.6185056644306
Rwanda,RWA,"Population, total",SP.POP.TOTL,2017,12202060.0
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2017,
"Congo, Dem. Rep.",COD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2017,631241.0972226876
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2017,
"Congo, Dem. Rep.",COD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2017,103.7504073227184
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2017,87083398.0
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2017,5.318716052289308
Tanzania,TZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2017,2199156.0
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2017,
Tanzania,TZA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2017,100.74360539076834
Tanzania,TZA,"Population, total",SP.POP.TOTL,2017,55652890.0
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2017,16.0525353030391
Burundi,BDI,GDP per capita (current LCU),NY.GDP.PCAP.CN,2017,495544.9673852644
Burundi,BDI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2017,
Burundi,BDI,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2017,
Burundi,BDI,"Population, total",SP.POP.TOTL,2017,11506762.0
"Somalia, Fed. Rep.",SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018,
"Somalia, Fed. Rep.",SOM,GDP per capita (current LCU),NY.GDP.PCAP.CN,2018,12204589.406223089
"Somalia, Fed. Rep.",SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2018,
"Somalia, Fed. Rep.",SOM,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2018,145.39565603962913
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,2018,15452487.0
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018,4.689806467763299
Kenya,KEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,2018,186035.5546875067
Kenya,KEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2018,
Kenya,KEN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2018,108.82758350448223
Kenya,KEN,"Population, total",SP.POP.TOTL,2018,50207107.0
Uganda,UGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018,2.616011909522744
Uganda,UGA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2018,2898649.5532833207
Uganda,UGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2018,
Uganda,UGA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2018,105.26725115055044
Uganda,UGA,"Population, total",SP.POP.TOTL,2018,41565831.0
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018,83.50152949219998
South Sudan,SSD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2018,
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2018,
South Sudan,SSD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2018,
South Sudan,SSD,"Population, total",SP.POP.TOTL,2018,10122977.0
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018,-0.3112101603906995
Rwanda,RWA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2018,664569.086056722
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2018,10.759
Rwanda,RWA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2018,113.56810439672029
Rwanda,RWA,"Population, total",SP.POP.TOTL,2018,12487996.0
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018,
"Congo, Dem. Rep.",COD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2018,840742.3976278602
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2018,
"Congo, Dem. Rep.",COD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2018,103.62792560726118
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2018,90047644.0
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018,3.494458488561813
Tanzania,TZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2018,2316088.0
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2018,
Tanzania,TZA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2018,106.36733613375873
Tanzania,TZA,"Population, total",SP.POP.TOTL,2018,57437145.0
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018,-2.81469807668465
Burundi,BDI,GDP per capita (current LCU),NY.GDP.PCAP.CN,2018,498702.8905060152
Burundi,BDI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2018,
Burundi,BDI,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2018,
Burundi,BDI,"Population, total",SP.POP.TOTL,2018,11859446.0
"Somalia, Fed. Rep.",SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019,
"Somalia, Fed. Rep.",SOM,GDP per capita (current LCU),NY.GDP.PCAP.CN,2019,13533773.08461228
"Somalia, Fed. Rep.",SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2019,18.828
"Somalia, Fed. Rep.",SOM,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2019,144.1658964879852
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,2019,16030971.0
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019,5.239637957647923
Kenya,KEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,2019,199944.5655608039
Kenya,KEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2019,5.014
Kenya,KEN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2019,108.93529393780474
Kenya,KEN,"Population, total",SP.POP.TOTL,2019,51202827.0
Uganda,UGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019,2.867588034468999
Uganda,UGA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2019,3071881.160066537
Uganda,UGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2019,2.563
Uganda,UGA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2019,105.47898882446114
Uganda,UGA,"Population, total",SP.POP.TOTL,2019,42999637.0
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019,87.2413641500032
South Sudan,SSD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2019,
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2019,
South Sudan,SSD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2019,
South Sudan,SSD,"Population, total",SP.POP.TOTL,2019,10423384.0
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019,3.347876550376479
Rwanda,RWA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2019,728520.149821898
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2019,11.236
Rwanda,RWA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2019,114.32477578578424
Rwanda,RWA,"Population, total",SP.POP.TOTL,2019,12776103.0
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019,
"Congo, Dem. Rep.",COD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2019,830478.010467464
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2019,
"Congo, Dem. Rep.",COD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2019,103.9828939884544
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2019,92947442.0
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019,3.464280579990205
Tanzania,TZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2019,2433103.0
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2019,
Tanzania,TZA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2019,106.16799902970592
Tanzania,TZA,"Population, total",SP.POP.TOTL,2019,59174891.0
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019,-0.686772170797358
Burundi,BDI,GDP per capita (current LCU),NY.GDP.PCAP.CN,2019,505593.0739067456
Burundi,BDI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2019,
Burundi,BDI,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2019,
Burundi,BDI,"Population, total",SP.POP.TOTL,2019,12255336.0
"Somalia, Fed. Rep.",SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,
"Somalia, Fed. Rep.",SOM,GDP per capita (current LCU),NY.GDP.PCAP.CN,2020,13348437.043332215
"Somalia, Fed. Rep.",SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2020,
"Somalia, Fed. Rep.",SOM,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2020,148.38896615669913
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,2020,16651191.0
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,5.40516207933392
Kenya,KEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,2020,205201.39921352552
Kenya,KEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2020,
Kenya,KEN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2020,108.56861411078044
Kenya,KEN,"Population, total",SP.POP.TOTL,2020,52217334.0
Uganda,UGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,3.313322895445018
Uganda,UGA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2020,3142105.1242373786
Uganda,UGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2020,
Uganda,UGA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2020,104.98953803141922
Uganda,UGA,"Population, total",SP.POP.TOTL,2020,44457152.0
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,29.67584355385716
South Sudan,SSD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2020,
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2020,
South Sudan,SSD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2020,
South Sudan,SSD,"Population, total",SP.POP.TOTL,2020,10698467.0
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,9.850399022742067
Rwanda,RWA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2020,734532.0298806728
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2020,11.829
Rwanda,RWA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2020,116.53606788344028
Rwanda,RWA,"Population, total",SP.POP.TOTL,2020,13065837.0
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,
"Congo, Dem. Rep.",COD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2020,900433.1577556654
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2020,1.466
"Congo, Dem. Rep.",COD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2020,101.33744710612775
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2020,95989998.0
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,3.290290627983255
Tanzania,TZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2020,2563514.0
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2020,1.792
Tanzania,TZA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2020,101.00625065183362
Tanzania,TZA,"Population, total",SP.POP.TOTL,2020,60972798.0
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,7.3211064341552
Burundi,BDI,GDP per capita (current LCU),NY.GDP.PCAP.CN,2020,570678.8146143287
Burundi,BDI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2020,1.03
Burundi,BDI,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2020,
Burundi,BDI,"Population, total",SP.POP.TOTL,2020,12617036.0
"Somalia, Fed. Rep.",SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021,
"Somalia, Fed. Rep.",SOM,GDP per capita (current LCU),NY.GDP.PCAP.CN,2021,14296900.577028042
"Somalia, Fed. Rep.",SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2021,
"Somalia, Fed. Rep.",SOM,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2021,146.78899082568807
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,2021,17271431.0
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021,6.107936036591763
Kenya,KEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,2021,226002.4518234653
Kenya,KEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2021,5.585
Kenya,KEN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2021,108.03425470386514
Kenya,KEN,"Population, total",SP.POP.TOTL,2021,53219166.0
Uganda,UGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021,2.204572047574139
Uganda,UGA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2021,3230390.837876732
Uganda,UGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2021,3.416
Uganda,UGA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2021,106.14267322262404
Uganda,UGA,"Population, total",SP.POP.TOTL,2021,45910930.0
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021,10.51671582943585
South Sudan,SSD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2021,
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2021,
South Sudan,SSD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2021,
South Sudan,SSD,"Population, total",SP.POP.TOTL,2021,10865780.0
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021,-0.3913467483007914
Rwanda,RWA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2021,820108.612546667
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2021,15.775
Rwanda,RWA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2021,115.28884246027371
Rwanda,RWA,"Population, total",SP.POP.TOTL,2021,13355260.0
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021,
"Congo, Dem. Rep.",COD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2021,1185647.866677979
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2021,
"Congo, Dem. Rep.",COD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2021,99.72803024745126
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2021,99148932.0
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021,3.690919588021988
Tanzania,TZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2021,2665077.0
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2021,
Tanzania,TZA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2021,101.72923864637254
Tanzania,TZA,"Population, total",SP.POP.TOTL,2021,62830412.0
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021,8.4045384507634
Burundi,BDI,GDP per capita (current LCU),NY.GDP.PCAP.CN,2021,631263.4676815153
Burundi,BDI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2021,
Burundi,BDI,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2021,
Burundi,BDI,"Population, total",SP.POP.TOTL,2021,12965481.0
"Somalia, Fed. Rep.",SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022,
"Somalia, Fed. Rep.",SOM,GDP per capita (current LCU),NY.GDP.PCAP.CN,2022,15378821.794104302
"Somalia, Fed. Rep.",SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2022,11.086
"Somalia, Fed. Rep.",SOM,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2022,155.3954719200235
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,2022,17801897.0
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022,7.659862682722239
Kenya,KEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,2022,248645.7158137029
Kenya,KEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2022,5.441
Kenya,KEN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2022,106.95521052374852
Kenya,KEN,"Population, total",SP.POP.TOTL,2022,54252461.0
Uganda,UGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022,7.195788859758103
Uganda,UGA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2022,3439877.2827429343
Uganda,UGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2022,
Uganda,UGA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2022,104.9244415279356
Uganda,UGA,"Population, total",SP.POP.TOTL,2022,47312719.0
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022,-6.687320942126679
South Sudan,SSD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2022,
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2022,
South Sudan,SSD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2022,
South Sudan,SSD,"Population, total",SP.POP.TOTL,2022,11021177.0
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022,17.68920955881533
Rwanda,RWA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2022,1005034.140639937
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2022,15.084
Rwanda,RWA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2022,116.18895647471174
Rwanda,RWA,"Population, total",SP.POP.TOTL,2022,13651030.0
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022,
"Congo, Dem. Rep.",COD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2022,1380291.3452222531
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2022,
"Congo, Dem. Rep.",COD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2022,104.18151996594702
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2022,102396968.0
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022,4.350272042691012
Tanzania,TZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2022,2780960.75
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2022,
Tanzania,TZA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2022,104.23325305596344
Tanzania,TZA,"Population, total",SP.POP.TOTL,2022,64711821.0
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022,18.8008786664944
Burundi,BDI,GDP per capita (current LCU),NY.GDP.PCAP.CN,2022,723259.886759116
Burundi,BDI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2022,
Burundi,BDI,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2022,
Burundi,BDI,"Population, total",SP.POP.TOTL,2022,13321097.0
"Somalia, Fed. Rep.",SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2023,
"Somalia, Fed. Rep.",SOM,GDP per capita (current LCU),NY.GDP.PCAP.CN,2023,16250405.9799718
"Somalia, Fed. Rep.",SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2023,
"Somalia, Fed. Rep.",SOM,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2023,159.24438766198213
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,2023,18358615.0
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2023,7.671396340294023
Kenya,KEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,2023,271663.91125622555
Kenya,KEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2023,
Kenya,KEN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2023,105.30158757610448
Kenya,KEN,"Population, total",SP.POP.TOTL,2023,55339003.0
Uganda,UGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2023,5.350948042803953
Uganda,UGA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2023,3761142.014683681
Uganda,UGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2023,
Uganda,UGA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2023,103.9924277899611
Uganda,UGA,"Population, total",SP.POP.TOTL,2023,48656601.0
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2023,2.382804348137544
South Sudan,SSD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2023,
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2023,
South Sudan,SSD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2023,
South Sudan,SSD,"Population, total",SP.POP.TOTL,2023,11483374.0
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2023,19.78954674646699
Rwanda,RWA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2023,1191461.34532796
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2023,12.352
Rwanda,RWA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2023,114.40795469607316
Rwanda,RWA,"Population, total",SP.POP.TOTL,2023,13954471.0
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2023,
"Congo, Dem. Rep.",COD,GDP per capita (current LCU),NY.GDP.PCAP.CN,2023,1613684.9811036952
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2023,
"Congo, Dem. Rep.",COD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,2023,102.63209113753187
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2023,105789731.0
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2023,3.799232913849163
Tanzania,TZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2023,2916849.5
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2023,
